time,lat,lon,alt,gs,trk,hdg,pos,x,y,z,vel,vx,vy,vz,vehicleID
1.2500000000000004,37.10233259725493,-76.38637378399986,5.0,1.0,270.0,,[73.9757974  17.32124476  5.        ],73.97579740088493,17.32124476290602,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
1.2500000000000004,37.102065812317385,-76.38878847149219,5.0,1.0,90.0,,[-140.40900161  -12.37612517    5.        ],-140.40900161054827,-12.376125170720176,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
1.4500000000000006,37.10206581234722,-76.38878622385096,5.0,1.0,90.0,,[-140.20944755  -12.37612517    5.        ],-140.20944754812103,-12.37612516992903,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
1.4500000000000006,37.102332597270625,-76.38637603164901,5.0,1.0,270.0,,[73.77624334 17.32124476  5.        ],73.7762433375266,17.32124476159465,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
1.4500000000000006,37.10206581234722,-76.38878622385096,5.0,1.0,90.0,,[-140.20944755  -12.37612517    5.        ],-140.20944754812103,-12.37612516992903,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
1.6500000000000008,37.10206581237704,-76.38878397324326,5.0,1.0,90.0,,[-140.00963011  -12.37612517    5.        ],-140.00963011069692,-12.376125169969399,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
1.6500000000000008,37.10233259728632,-76.38637828226463,5.0,1.0,270.0,,[73.5764259  17.32124476  5.        ],73.57642590048657,17.321244763648167,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
1.6500000000000008,37.10206581237704,-76.38878397324326,5.0,1.0,90.0,,[-140.00963011  -12.37612517    5.        ],-140.00963011069692,-12.376125169969399,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
1.850000000000001,37.102065812406835,-76.3887817214205,5.0,1.0,90.0,,[-139.8097048   -12.37612517    5.        ],-139.80970479577024,-12.376125170858831,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
1.850000000000001,37.10233259730197,-76.38638053409532,5.0,1.0,270.0,,[73.37650059 17.32124476  5.        ],73.3765005856964,17.321244762750162,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
1.850000000000001,37.102065812406835,-76.3887817214205,5.0,1.0,90.0,,[-139.8097048   -12.37612517    5.        ],-139.80970479577024,-12.376125170858831,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
2.0500000000000007,37.1020658124366,-76.38877946910004,5.0,1.0,90.0,,[-139.60973529  -12.37612517    5.        ],-139.60973529460702,-12.376125169860654,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
2.0500000000000007,37.1020658124366,-76.38877946910004,5.0,1.0,90.0,,[-139.60973529  -12.37612517    5.        ],-139.60973529460702,-12.376125169860654,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
2.0500000000000007,37.10233259731757,-76.3863827864237,5.0,1.0,270.0,,[73.17653109 17.32124476  5.        ],73.17653108505131,17.321244761603943,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
2.25,37.10206581246632,-76.38877721657575,5.0,1.0,90.0,,[-139.4097477   -12.37612517    5.        ],-139.4097476951175,-12.376125169151429,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
2.25,37.10206581246632,-76.38877721657575,5.0,1.0,90.0,,[-139.4097477   -12.37612517    5.        ],-139.4097476951175,-12.376125169151429,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
2.25,37.10233259733314,-76.38638503895594,5.0,1.0,270.0,,[72.97654349 17.32124476  5.        ],72.97654348508253,17.32124476246471,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
2.4499999999999993,37.102065812495994,-76.38877496396793,5.0,1.0,90.0,,[-139.20975268  -12.37612517    5.        ],-139.20975267938204,-12.376125171113408,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
2.4499999999999993,37.102065812495994,-76.38877496396793,5.0,1.0,90.0,,[-139.20975268  -12.37612517    5.        ],-139.20975267938204,-12.376125171113408,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
2.4499999999999993,37.10233259734867,-76.38638729157167,5.0,1.0,270.0,,[72.77654847 17.32124476  5.        ],72.77654847108109,17.321244762663227,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
2.6499999999999986,37.10206581252564,-76.38877271132594,5.0,1.0,90.0,,[-139.00975463  -12.37612517    5.        ],-139.00975463096742,-12.376125170912506,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
2.6499999999999986,37.10206581252564,-76.38877271132594,5.0,1.0,90.0,,[-139.00975463  -12.37612517    5.        ],-139.00975463096742,-12.376125170912506,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
2.6499999999999986,37.10233259736415,-76.38638954422161,5.0,1.0,270.0,,[72.57655042 17.32124476  5.        ],72.57655041978951,17.321244763109505,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
2.849999999999998,37.102065812555225,-76.38877045866992,5.0,1.0,90.0,,[-138.80975534  -12.37612517    5.        ],-138.80975533615452,-12.376125170782963,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
2.849999999999998,37.102065812555225,-76.38877045866992,5.0,1.0,90.0,,[-138.80975534  -12.37612517    5.        ],-138.80975533615452,-12.376125170782963,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
2.849999999999998,37.10233259737959,-76.38639179688556,5.0,1.0,270.0,,[72.37655113 17.32124476  5.        ],72.37655112678789,17.321244762202408,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
3.049999999999997,37.10206581258478,-76.38876820600818,5.0,1.0,90.0,,[-138.60975553  -12.37612517    5.        ],-138.60975553358514,-12.376125171289331,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
3.049999999999997,37.10233259739499,-76.38639404955524,5.0,1.0,270.0,,[72.17655132 17.32124476  5.        ],72.176551324594,17.321244762185806,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
3.049999999999997,37.10206581258478,-76.38876820600818,5.0,1.0,90.0,,[-138.60975553  -12.37612517    5.        ],-138.60975553358514,-12.376125171289331,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
3.2499999999999964,37.102332597410346,-76.38639630222728,5.0,1.0,270.0,,[71.97655131 17.32124476  5.        ],71.97655131024719,17.32124476302139,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
3.2499999999999964,37.1020658126143,-76.38876595334408,5.0,1.0,90.0,,[-138.40975552  -12.37612517    5.        ],-138.40975552166344,-12.376125170501702,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
3.2499999999999964,37.1020658126143,-76.38876595334408,5.0,1.0,90.0,,[-138.40975552  -12.37612517    5.        ],-138.40975552166344,-12.376125170501702,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
3.4499999999999957,37.10233259742566,-76.38639855490028,5.0,1.0,270.0,,[71.77655121 17.32124476  5.        ],71.77655121320592,17.321244762189686,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
3.4499999999999957,37.10206581264376,-76.38876370067901,5.0,1.0,90.0,,[-138.20975542  -12.37612517    5.        ],-138.20975542394308,-12.376125170725693,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
3.4499999999999957,37.10206581264376,-76.38876370067901,5.0,1.0,90.0,,[-138.20975542  -12.37612517    5.        ],-138.20975542394308,-12.376125170725693,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
3.649999999999995,37.10233259744093,-76.38640080757366,5.0,1.0,270.0,,[71.57655108 17.32124476  5.        ],71.57655108133017,17.321244762690803,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
3.649999999999995,37.10206581267318,-76.38876144801355,5.0,1.0,90.0,,[-138.00975529  -12.37612517    5.        ],-138.00975529259063,-12.376125171525878,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
3.649999999999995,37.10206581267318,-76.38876144801355,5.0,1.0,90.0,,[-138.00975529  -12.37612517    5.        ],-138.00975529259063,-12.376125171525878,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
3.8499999999999943,37.10206581270256,-76.38875919534793,5.0,1.0,90.0,,[-137.80975515  -12.37612517    5.        ],-137.80975514524962,-12.376125171274314,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
3.8499999999999943,37.10206581270256,-76.38875919534793,5.0,1.0,90.0,,[-137.80975515  -12.37612517    5.        ],-137.80975514524962,-12.376125171274314,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
3.8499999999999943,37.10233259745616,-76.38640306024722,5.0,1.0,270.0,,[71.37655093 17.32124476  5.        ],71.37655093430007,17.321244761485097,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
4.049999999999994,37.10206581273191,-76.38875694268225,5.0,1.0,90.0,,[-137.60975499  -12.37612517    5.        ],-137.60975499206765,-12.37612517137887,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
4.049999999999994,37.102332597471346,-76.38640531292083,5.0,1.0,270.0,,[71.17655078 17.32124476  5.        ],71.17655078338048,17.32124476171611,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
4.049999999999994,37.10206581273191,-76.38875694268225,5.0,1.0,90.0,,[-137.60975499  -12.37612517    5.        ],-137.60975499206765,-12.37612517137887,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
4.249999999999993,37.1020658127612,-76.38875469001653,5.0,1.0,90.0,,[-137.40975484  -12.37612517    5.        ],-137.40975483576727,-12.376125170863777,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
4.249999999999993,37.10233259748649,-76.38640756559448,5.0,1.0,270.0,,[70.97655063 17.32124476  5.        ],70.97655062745412,17.32124476164816,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
4.249999999999993,37.1020658127612,-76.38875469001653,5.0,1.0,90.0,,[-137.40975484  -12.37612517    5.        ],-137.40975483576727,-12.376125170863777,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
4.449999999999992,37.10206581279045,-76.3887524373508,5.0,1.0,90.0,,[-137.20975468  -12.37612517    5.        ],-137.20975468040044,-12.376125171614051,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
4.449999999999992,37.10233259750159,-76.38640981826813,5.0,1.0,270.0,,[70.77655047 17.32124476  5.        ],70.77655047103262,17.321244761406902,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
4.449999999999992,37.10206581279045,-76.3887524373508,5.0,1.0,90.0,,[-137.20975468  -12.37612517    5.        ],-137.20975468040044,-12.376125171614051,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
4.6499999999999915,37.10206581281967,-76.38875018468508,5.0,1.0,90.0,,[-137.00975452  -12.37612517    5.        ],-137.00975452416392,-12.376125171829493,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
4.6499999999999915,37.10233259751665,-76.3864120709418,5.0,1.0,270.0,,[70.57655032 17.32124476  5.        ],70.57655031503532,17.32124476230169,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
4.6499999999999915,37.10206581281967,-76.38875018468508,5.0,1.0,90.0,,[-137.00975452  -12.37612517    5.        ],-137.00975452416392,-12.376125171829493,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
4.849999999999991,37.102332597531664,-76.38641432361547,5.0,1.0,270.0,,[70.37655016 17.32124476  5.        ],70.37655015718512,17.32124476247871,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
4.849999999999991,37.10206581284883,-76.38874793201936,5.0,1.0,90.0,,[-136.80975437  -12.37612517    5.        ],-136.80975436909432,-12.37612517269816,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
4.849999999999991,37.10206581284883,-76.38874793201936,5.0,1.0,90.0,,[-136.80975437  -12.37612517    5.        ],-136.80975436909432,-12.37612517269816,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
5.04999999999999,37.10206581287796,-76.38874567935362,5.0,1.0,90.0,,[-136.60975421  -12.37612517    5.        ],-136.609754211366,-12.376125171187809,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
5.04999999999999,37.10206581287796,-76.38874567935362,5.0,1.0,90.0,,[-136.60975421  -12.37612517    5.        ],-136.609754211366,-12.376125171187809,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
5.04999999999999,37.102332597546635,-76.38641657628914,5.0,1.0,270.0,,[70.17655    17.32124476  5.        ],70.17655000021172,17.321244762240088,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
5.249999999999989,37.10206581290705,-76.38874342668788,5.0,1.0,90.0,,[-136.40975405  -12.37612517    5.        ],-136.40975405411868,-12.376125170266153,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
5.249999999999989,37.10206581290705,-76.38874342668788,5.0,1.0,90.0,,[-136.40975405  -12.37612517    5.        ],-136.40975405411868,-12.376125170266153,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
5.249999999999989,37.10233259756156,-76.3864188289628,5.0,1.0,270.0,,[69.97654984 17.32124476  5.        ],69.97654984342202,17.321244762100374,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
5.449999999999989,37.10206581293609,-76.38874117402216,5.0,1.0,90.0,,[-136.2097539   -12.37612517    5.        ],-136.20975389779775,-12.376125171931731,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
5.449999999999989,37.10206581293609,-76.38874117402216,5.0,1.0,90.0,,[-136.2097539   -12.37612517    5.        ],-136.20975389779775,-12.376125171931731,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
5.449999999999989,37.102332597576456,-76.38642108163646,5.0,1.0,270.0,,[69.77654969 17.32124476  5.        ],69.7765496877283,17.321244762091048,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
5.649999999999988,37.10206581296509,-76.38873892135643,5.0,1.0,90.0,,[-136.00975374  -12.37612517    5.        ],-136.00975374130022,-12.376125171805139,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
5.649999999999988,37.10206581296509,-76.38873892135643,5.0,1.0,90.0,,[-136.00975374  -12.37612517    5.        ],-136.00975374130022,-12.376125171805139,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
5.649999999999988,37.1023325975913,-76.38642333431012,5.0,1.0,270.0,,[69.57654953 17.32124476  5.        ],69.57654953086059,17.321244762378967,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
5.849999999999987,37.10206581299404,-76.38873666869068,5.0,1.0,90.0,,[-135.80975358  -12.37612517    5.        ],-135.80975358280153,-12.376125171680396,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
5.849999999999987,37.1023325976061,-76.38642558698379,5.0,1.0,270.0,,[69.37654937 17.32124476  5.        ],69.37654937396447,17.321244761640685,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
5.849999999999987,37.10206581299404,-76.38873666869068,5.0,1.0,90.0,,[-135.80975358  -12.37612517    5.        ],-135.80975358280153,-12.376125171680396,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
6.0499999999999865,37.102332597620865,-76.38642783965746,5.0,1.0,270.0,,[69.17654922 17.32124476  5.        ],69.17654921703289,17.321244761940854,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
6.0499999999999865,37.10206581302296,-76.38873441602496,5.0,1.0,90.0,,[-135.60975343  -12.37612517    5.        ],-135.6097534275064,-12.376125171911363,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
6.0499999999999865,37.10206581302296,-76.38873441602496,5.0,1.0,90.0,,[-135.60975343  -12.37612517    5.        ],-135.6097534275064,-12.376125171911363,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
6.249999999999986,37.10233259763558,-76.38643009233112,5.0,1.0,270.0,,[68.97654906 17.32124476  5.        ],68.97654906028501,17.32124476196854,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
6.249999999999986,37.10206581305183,-76.38873216335924,5.0,1.0,90.0,,[-135.40975327  -12.37612517    5.        ],-135.40975327112238,-12.376125171432868,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
6.249999999999986,37.10206581305183,-76.38873216335924,5.0,1.0,90.0,,[-135.40975327  -12.37612517    5.        ],-135.40975327112238,-12.376125171432868,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
6.449999999999985,37.10233259765025,-76.38643234500479,5.0,1.0,270.0,,[68.7765489  17.32124476  5.        ],68.77654890237022,17.321244761343,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
6.449999999999985,37.10206581308066,-76.3887299106935,5.0,1.0,90.0,,[-135.20975311  -12.37612517    5.        ],-135.20975311341607,-12.37612517159983,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
6.449999999999985,37.10206581308066,-76.3887299106935,5.0,1.0,90.0,,[-135.20975311  -12.37612517    5.        ],-135.20975311341607,-12.37612517159983,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
6.649999999999984,37.10233259766489,-76.38643459767846,5.0,1.0,270.0,,[68.57654875 17.32124476  5.        ],68.57654874644948,17.321244762408877,5.0,[-1.0000000e+00 -1.8369702e-16 -0.0000000e+00],-1.0,-1.8369701987210297e-16,-0.0,tf1
6.649999999999984,37.10206581310944,-76.38872765802776,5.0,1.0,90.0,,[-135.00975296  -12.37612517    5.        ],-135.00975295732223,-12.376125172190205,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
6.649999999999984,37.10206581310944,-76.38872765802776,5.0,1.0,90.0,,[-135.00975296  -12.37612517    5.        ],-135.00975295732223,-12.376125172190205,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
6.849999999999984,37.10206581313818,-76.38872540536204,5.0,1.0,90.0,,[-134.8097528   -12.37612517    5.        ],-134.80975280081833,-12.376125172343333,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,tf2
6.849999999999984,37.10206581313818,-76.38872540536204,5.0,1.0,90.0,,[-134.8097528   -12.37612517    5.        ],-134.80975280081833,-12.376125172343333,5.0,[ 1.000000e+00  6.123234e-17 -0.000000e+00],1.0,6.123233995736766e-17,-0.0,Ownship
